840	249	92	77	13	NA	505	39	171	88	NA
845	246	96	73	17	NA	485	23	186	84	NA
850	221	101	78	15	NA	474	28	141	65	NA
855	222	95	79	13	NA	426	22	144	43	NA
860	193	91	98	2	NA	409	21	125	45	NA
865	196	74	78	3	NA	372	43	114	53	NA
870	163	98	63	9	NA	349	37	87	31	NA
875	148	101	44	1	NA	354	33	80	28	NA
880	166	84	28	NA	NA	368	30	67	34	NA
885	179	86	33	NA	NA	377	35	65	37	NA
890	168	55	41	NA	NA	356	41	70	23	NA
895	174	39	43	NA	NA	369	33	57	18	NA
900	186	34	27	NA	NA	338	31	39	26	NA
905	217	28	16	NA	NA	289	32	36	17	NA
910	193	21	18	NA	NA	290	31	28	19	NA
915	189	19	11	NA	NA	295	18	42	16	NA
920	172	14	8	NA	NA	277	20	52	21	NA
925	176	18	16	NA	NA	249	17	56	23	NA
930	159	17	16	NA	NA	263	20	58	27	NA
935	159	21	13	NA	NA	234	24	40	20	NA
940	146	32	13	NA	NA	251	22	27	11	NA
945	123	26	15	NA	NA	244	17	23	11	NA
950	123	47	9	NA	NA	218	11	27	18	NA
955	123	42	10	NA	NA	179	8	27	21	NA
960	108	44	10	NA	NA	192	15	22	11	NA
965	112	39	7	NA	NA	182	6	27	10	NA
970	103	29	8	NA	NA	176	1	14	5	NA
975	100	24	3	NA	NA	157	NA	18	3	NA
980	96	16	NA	NA	NA	186	NA	13	6	NA
985	96	23	NA	NA	NA	176	NA	20	5	NA
990	94	26	NA	NA	NA	184	NA	10	8	NA
995	84	15	NA	NA	NA	170	NA	4	11	NA
1000	73	19	NA	NA	NA	163	NA	3	15	NA
1005	60	24	NA	NA	NA	159	NA	2	22	NA
1010	44	23	NA	NA	NA	163	NA	NA	14	NA
1015	31	28	NA	NA	NA	175	NA	NA	15	NA
1020	27	34	NA	NA	NA	182	NA	NA	18	NA
1025	23	25	NA	NA	NA	161	NA	NA	20	NA
1030	26	14	NA	NA	NA	171	NA	NA	15	NA
1035	27	9	NA	NA	NA	184	NA	NA	10	NA
1040	20	8	NA	NA	NA	185	NA	NA	16	NA
1045	15	9	NA	NA	NA	160	NA	NA	18	NA
1050	25	10	NA	NA	NA	168	NA	NA	14	NA
1055	24	12	NA	NA	NA	168	NA	NA	19	NA
1060	17	12	NA	NA	NA	180	NA	NA	18	NA
1065	21	8	NA	NA	NA	153	NA	NA	19	NA
1070	21	8	NA	NA	NA	127	NA	NA	20	NA
1075	27	3	NA	NA	NA	130	NA	NA	28	NA
1080	24	1	NA	NA	NA	140	NA	NA	26	NA
1085	30	NA	NA	NA	NA	123	NA	NA	17	NA
1090	28	NA	NA	NA	NA	158	NA	NA	22	NA
1095	14	NA	NA	NA	NA	167	NA	NA	26	NA
1100	13	NA	NA	NA	NA	127	NA	NA	23	NA
1105	8	NA	NA	NA	NA	139	NA	NA	31	NA
1110	11	NA	NA	NA	NA	147	NA	NA	44	NA
1115	8	NA	NA	NA	NA	151	NA	NA	50	NA
1120	2	NA	NA	NA	NA	136	NA	NA	49	NA
1125	4	NA	NA	NA	NA	124	NA	NA	39	NA
1130	11	NA	NA	NA	NA	103	NA	NA	36	NA
1135	6	NA	NA	NA	NA	70	NA	NA	40	NA
1140	4	NA	NA	NA	NA	64	NA	NA	48	NA
1145	2	NA	NA	NA	NA	50	NA	NA	49	NA
1150	4	NA	NA	NA	NA	56	NA	NA	35	NA
1155	7	NA	NA	NA	NA	54	NA	NA	21	NA
1160	8	NA	NA	NA	NA	46	NA	NA	16	NA
1165	11	NA	NA	NA	NA	50	NA	NA	17	NA
1170	9	NA	NA	NA	NA	46	NA	NA	25	NA
